,age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
13969,48,Private,Some-college,Single,White-Collar,White,Female,43,0
13970,29,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,50,0
13971,22,Private,HS-grad,Single,White-Collar,White,Female,40,0
13972,49,Private,School,Single,Professional,Other,Male,45,0
13973,29,Private,Bachelors,Single,Professional,White,Female,40,1
13974,30,Private,HS-grad,Married,White-Collar,White,Male,40,0
13975,38,Self-Employed,Bachelors,Single,Blue-Collar,White,Female,20,0
13976,36,Private,Bachelors,Divorced,Professional,White,Male,40,1
13977,47,Private,School,Divorced,White-Collar,White,Female,40,0
13978,29,Private,HS-grad,Married,Service,White,Female,40,0
13979,35,Private,Assoc,Married,Sales,White,Male,60,0
13980,36,Private,HS-grad,Married,Blue-Collar,Other,Male,35,0
13981,38,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
13982,35,Government,Bachelors,Married,White-Collar,White,Male,80,0
13983,21,Private,Some-college,Single,Blue-Collar,Other,Male,40,0
13984,24,Private,Bachelors,Single,White-Collar,White,Female,40,0
13985,53,Private,Bachelors,Married,Blue-Collar,Other,Female,40,0
13986,20,Private,HS-grad,Single,Service,Other,Male,40,0
13987,39,Private,Bachelors,Single,Professional,White,Male,40,1
13988,44,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,60,0
13989,23,Private,Bachelors,Single,Blue-Collar,White,Male,40,0
13990,32,Private,Bachelors,Single,White-Collar,White,Female,40,0
13991,36,Private,Some-college,Married,Blue-Collar,White,Male,40,0
13992,41,Private,Bachelors,Married,Professional,White,Male,45,1
13993,30,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
13994,21,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
13995,46,Private,Some-college,Married,Sales,White,Male,48,1
13996,43,Self-Employed,Bachelors,Married,Sales,White,Male,45,1
13997,53,Private,Masters,Married,White-Collar,White,Female,40,1
13998,29,Private,Assoc,Married,Blue-Collar,White,Male,48,1
13999,66,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
14000,40,Private,HS-grad,Divorced,Service,White,Female,40,0
14001,45,Private,HS-grad,Married,White-Collar,White,Male,55,1
14002,49,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
14003,30,Self-Employed,School,Single,Blue-Collar,White,Male,40,0
14004,40,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14005,40,Private,Bachelors,Married,Sales,White,Male,40,1
14006,33,Government,Assoc,Divorced,Service,White,Male,56,0
14007,46,Private,School,Separated,Blue-Collar,White,Female,40,0
14008,22,Private,HS-grad,Married,Service,Other,Male,40,0
14009,29,Private,Bachelors,Married,Professional,White,Female,24,0
14010,18,Private,School,Single,Blue-Collar,White,Male,36,0
14011,46,Government,HS-grad,Married,White-Collar,White,Male,65,0
14012,48,Private,School,Widowed,Blue-Collar,White,Female,50,0
14013,30,Private,Some-college,Single,Blue-Collar,White,Male,44,0
14014,53,Private,HS-grad,Widowed,Blue-Collar,White,Male,40,1
14015,60,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,32,0
14016,53,Private,School,Single,Blue-Collar,Other,Male,40,0
14017,54,Private,Bachelors,Single,Service,White,Female,50,0
14018,37,Private,HS-grad,Separated,Service,Other,Female,25,0
14019,53,Government,Some-college,Divorced,Blue-Collar,White,Male,40,0
14020,36,Private,Bachelors,Single,Professional,White,Male,50,0
14021,48,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
14022,20,Private,School,Married,Blue-Collar,White,Male,40,0
14023,47,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,18,0
14024,55,Private,School,Married,Blue-Collar,Other,Male,45,0
14025,23,Private,Some-college,Single,White-Collar,White,Female,40,0
14026,39,Private,Bachelors,Married,White-Collar,White,Male,40,1
14027,36,Private,Bachelors,Single,White-Collar,White,Male,40,1
14028,33,Private,Bachelors,Separated,Professional,White,Male,35,0
14029,24,Private,HS-grad,Single,Blue-Collar,Other,Male,50,0
14030,33,Private,School,Single,Sales,Other,Female,17,0
14031,51,Private,HS-grad,Married,White-Collar,White,Female,40,0
14032,57,Other/Unknown,School,Divorced,Other/Unknown,White,Male,40,0
14033,23,Private,Some-college,Single,Service,Other,Female,40,0
14034,58,Private,School,Married,Service,White,Male,20,0
14035,40,Private,Some-college,Married,Blue-Collar,White,Male,43,0
14036,26,Private,HS-grad,Single,White-Collar,Other,Male,40,0
14037,23,Private,Some-college,Single,Blue-Collar,White,Male,60,0
14038,59,Private,School,Separated,Blue-Collar,White,Female,40,0
14039,22,Private,Some-college,Single,Service,White,Male,30,0
14040,38,Government,Bachelors,Married,Professional,Other,Female,40,1
14041,18,Other/Unknown,School,Single,Other/Unknown,Other,Female,50,0
14042,31,Government,Some-college,Married,Blue-Collar,White,Male,40,0
14043,19,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,10,0
14044,35,Private,Bachelors,Married,Professional,White,Male,55,0
14045,72,Private,Assoc,Widowed,White-Collar,White,Female,40,0
14046,44,Private,HS-grad,Single,Blue-Collar,White,Male,58,0
14047,19,Private,Some-college,Single,Blue-Collar,White,Male,50,0
14048,23,Private,HS-grad,Single,Service,White,Male,35,0
14049,20,Private,HS-grad,Single,White-Collar,White,Female,40,0
14050,38,Private,Bachelors,Married,White-Collar,White,Female,50,1
14051,57,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,0
14052,33,Private,Bachelors,Married,White-Collar,White,Male,40,0
14053,41,Private,Bachelors,Married,Professional,White,Male,45,1
14054,43,Self-Employed,Assoc,Divorced,White-Collar,White,Male,25,0
14055,32,Private,HS-grad,Married,White-Collar,Other,Female,40,0
14056,30,Private,Bachelors,Married,Sales,White,Male,40,0
14057,25,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14058,23,Private,School,Single,Blue-Collar,White,Male,40,0
14059,43,Private,Bachelors,Divorced,Blue-Collar,White,Male,40,0
14060,41,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14061,59,Self-Employed,HS-grad,Divorced,White-Collar,White,Male,60,0
14062,22,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14063,31,Private,HS-grad,Single,Blue-Collar,Other,Female,40,0
14064,66,Private,Some-college,Married,Service,White,Male,40,1
14065,51,Private,HS-grad,Married,Blue-Collar,White,Male,48,0
14066,40,Private,Bachelors,Married,Professional,White,Male,44,1
14067,37,Private,School,Married,Blue-Collar,Other,Male,40,1
14068,50,Private,Prof-school,Married,Professional,White,Male,50,1
14069,30,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
14070,32,Government,Some-college,Divorced,Service,White,Female,38,0
14071,61,Government,School,Married,Blue-Collar,White,Male,40,0
14072,18,Private,Some-college,Single,Sales,White,Male,16,0
14073,32,Private,HS-grad,Married,Sales,Other,Male,40,0
14074,39,Private,Some-college,Married,Sales,White,Female,45,1
14075,52,Government,Bachelors,Married,Professional,White,Male,40,1
14076,55,Private,HS-grad,Married,Blue-Collar,White,Male,65,0
14077,80,Other/Unknown,HS-grad,Widowed,Other/Unknown,White,Male,24,0
14078,63,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,16,0
14079,39,Private,School,Married,Blue-Collar,White,Male,43,0
14080,43,Private,Bachelors,Married,Sales,White,Male,55,1
14081,18,Private,School,Single,Sales,White,Male,35,0
14082,47,Self-Employed,Bachelors,Married,White-Collar,White,Male,30,0
14083,29,Government,Bachelors,Single,Service,White,Female,42,0
14084,63,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
14085,18,Private,School,Single,Service,Other,Male,15,0
14086,39,Government,Bachelors,Married,White-Collar,White,Male,40,0
14087,36,Private,HS-grad,Single,Blue-Collar,Other,Female,48,0
14088,39,Government,Prof-school,Single,Professional,White,Male,55,1
14089,41,Self-Employed,Bachelors,Married,White-Collar,White,Male,35,1
14090,45,Government,Masters,Married,Professional,Other,Male,10,1
14091,45,Self-Employed,HS-grad,Married,Sales,White,Male,40,0
14092,35,Private,Some-college,Divorced,Service,White,Female,40,0
14093,49,Private,HS-grad,Married,Blue-Collar,White,Male,44,0
14094,31,Government,Some-college,Single,White-Collar,White,Female,35,0
14095,64,Private,HS-grad,Single,White-Collar,White,Male,3,0
14096,30,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
14097,45,Private,Some-college,Married,Blue-Collar,White,Male,40,0
14098,20,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
14099,22,Private,School,Single,Sales,White,Female,40,0
14100,46,Government,HS-grad,Separated,White-Collar,White,Female,38,0
14101,27,Self-Employed,Assoc,Single,Blue-Collar,White,Male,40,0
14102,43,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,70,1
14103,36,Private,School,Widowed,Service,White,Female,20,0
14104,54,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14105,44,Private,Assoc,Single,Professional,Other,Female,50,0
14106,40,Private,School,Married,Service,Other,Male,40,0
14107,36,Private,School,Married,Blue-Collar,White,Male,47,0
14108,33,Government,HS-grad,Married,Service,Other,Male,40,0
14109,30,Private,HS-grad,Married,Sales,White,Male,42,0
14110,31,Private,Prof-school,Single,Professional,White,Female,80,0
14111,40,Self-Employed,Masters,Single,Service,White,Male,99,0
14112,17,Private,School,Single,Blue-Collar,White,Male,20,0
14113,23,Private,HS-grad,Single,Service,Other,Male,12,0
14114,37,Private,Assoc,Married,White-Collar,White,Male,40,0
14115,37,Private,Some-college,Married,Service,White,Male,40,1
14116,34,Private,HS-grad,Married,Blue-Collar,White,Male,55,0
14117,25,Private,Assoc,Married,Blue-Collar,White,Male,45,0
14118,47,Private,HS-grad,Divorced,Blue-Collar,White,Female,30,0
14119,50,Private,HS-grad,Divorced,Sales,White,Female,65,0
14120,46,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14121,37,Self-Employed,HS-grad,Married,Professional,White,Male,30,0
14122,47,Government,Masters,Married,Professional,White,Male,35,1
14123,47,Private,Some-college,Single,White-Collar,White,Female,40,1
14124,55,Private,Assoc,Married,Blue-Collar,White,Male,45,0
14125,31,Private,HS-grad,Single,White-Collar,White,Female,35,0
14126,20,Private,School,Single,Professional,White,Female,35,0
14127,41,Private,Bachelors,Married,White-Collar,White,Male,60,1
14128,28,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14129,65,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,30,0
14130,41,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
14131,30,Government,Assoc,Married,Service,White,Male,40,0
14132,30,Private,HS-grad,Single,Service,White,Female,40,0
14133,39,Government,School,Married,Blue-Collar,White,Male,30,0
14134,26,Private,Some-college,Single,Blue-Collar,Other,Male,45,1
14135,20,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
14136,28,Government,HS-grad,Single,White-Collar,Other,Female,35,0
14137,23,Private,HS-grad,Single,Sales,White,Male,40,0
14138,41,Self-Employed,Masters,Married,Blue-Collar,White,Male,65,0
14139,38,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
14140,58,Private,HS-grad,Widowed,White-Collar,Other,Male,40,0
14141,22,Private,Some-college,Single,Service,White,Male,16,0
14142,55,Government,Masters,Widowed,Professional,White,Female,50,0
14143,24,Private,HS-grad,Married,Service,Other,Male,40,0
14144,42,Government,Some-college,Single,White-Collar,White,Female,40,0
14145,37,Private,Some-college,Divorced,White-Collar,White,Female,45,0
14146,30,Private,Assoc,Single,Professional,White,Female,40,0
14147,32,Private,Bachelors,Married,White-Collar,White,Male,45,1
14148,47,Private,HS-grad,Divorced,White-Collar,Other,Female,40,1
14149,56,Private,Assoc,Divorced,White-Collar,White,Female,40,0
14150,28,Private,Some-college,Divorced,Blue-Collar,White,Male,50,0
14151,43,Private,HS-grad,Widowed,Blue-Collar,White,Female,60,0
14152,17,Private,School,Single,Blue-Collar,White,Male,10,0
14153,55,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,30,1
14154,49,Private,Some-college,Married,Blue-Collar,Other,Male,30,0
14155,55,Private,Some-college,Married,White-Collar,Other,Male,25,0
14156,51,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,70,0
14157,41,Self-Employed,Bachelors,Married,White-Collar,White,Male,72,0
14158,36,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
14159,42,Self-Employed,School,Married,Sales,White,Male,30,0
14160,50,Private,Some-college,Divorced,Sales,White,Female,40,0
14161,28,Private,Some-college,Single,Service,White,Male,40,0
14162,48,Private,HS-grad,Widowed,Blue-Collar,White,Female,48,0
14163,42,Private,HS-grad,Married,Professional,White,Male,48,0
14164,34,Private,Some-college,Married,Blue-Collar,Other,Male,40,0
14165,50,Private,School,Divorced,Service,Other,Female,40,0
14166,20,Government,Some-college,Single,Service,Other,Male,40,0
14167,22,Private,Assoc,Single,Service,Other,Female,36,0
14168,32,Government,Prof-school,Married,Professional,White,Male,40,1
14169,34,Private,Assoc,Married,Professional,White,Male,55,0
14170,23,Private,Assoc,Single,Service,White,Male,40,0
14171,34,Private,Assoc,Married,White-Collar,Other,Male,45,1
14172,30,Private,HS-grad,Single,Blue-Collar,White,Male,27,0
14173,66,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
14174,40,Government,Assoc,Single,Blue-Collar,White,Male,40,0
14175,25,Private,HS-grad,Married,Blue-Collar,White,Male,48,0
14176,25,Private,Bachelors,Single,Service,White,Male,40,0
14177,55,Private,Bachelors,Separated,White-Collar,White,Male,45,1
14178,22,Private,Some-college,Single,Blue-Collar,White,Male,40,0
14179,45,Self-Employed,HS-grad,Married,Sales,White,Female,50,0
14180,51,Private,HS-grad,Married,Blue-Collar,White,Male,54,0
14181,35,Private,HS-grad,Married,Blue-Collar,White,Male,30,0
14182,37,Private,HS-grad,Married,Service,White,Male,30,0
14183,42,Private,Some-college,Married,Sales,White,Male,50,1
14184,19,Private,Some-college,Single,Service,White,Female,30,0
14185,18,Private,HS-grad,Single,Sales,White,Male,10,0
14186,33,Private,Some-college,Married,Blue-Collar,Other,Male,40,0
14187,29,Other/Unknown,HS-grad,Single,Other/Unknown,White,Male,40,0
14188,22,Government,Bachelors,Single,White-Collar,White,Female,10,0
14189,55,Government,Assoc,Married,Professional,Other,Male,40,1
14190,27,Private,Bachelors,Married,White-Collar,White,Female,40,1
14191,38,Self-Employed,HS-grad,Married,Service,White,Male,50,0
14192,53,Private,Bachelors,Married,White-Collar,Other,Male,40,0
14193,41,Government,Some-college,Divorced,Service,White,Female,45,0
14194,18,Private,School,Single,Blue-Collar,White,Male,25,0
14195,64,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,5,0
14196,30,Private,School,Single,Blue-Collar,White,Male,45,0
14197,51,Government,Some-college,Widowed,White-Collar,White,Female,40,0
14198,67,Government,Doctorate,Married,Professional,Other,Male,12,0
14199,42,Self-Employed,School,Married,Sales,White,Male,60,0
14200,38,Self-Employed,Assoc,Married,Sales,White,Male,60,0
14201,37,Self-Employed,Some-college,Married,White-Collar,White,Female,15,0
14202,23,Private,School,Separated,Service,White,Female,40,0
14203,43,Private,Some-college,Single,Service,White,Male,45,0
14204,58,Government,HS-grad,Divorced,White-Collar,White,Female,40,0
14205,24,Private,Some-college,Single,White-Collar,White,Female,40,0
14206,36,Other/Unknown,Assoc,Married,Other/Unknown,White,Female,8,0
14207,38,Government,Doctorate,Married,Professional,Other,Male,40,0
14208,48,Government,Some-college,Divorced,White-Collar,White,Male,40,0
14209,40,Private,Assoc,Married,Professional,White,Female,36,0
14210,46,Private,School,Separated,Blue-Collar,White,Female,40,0
14211,63,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
14212,47,Private,Some-college,Married,Service,White,Male,45,0
14213,20,Private,Some-college,Single,White-Collar,White,Male,40,0
14214,30,Private,Bachelors,Married,White-Collar,White,Male,45,1
14215,57,Government,Masters,Married,Service,White,Male,14,1
14216,25,Private,Some-college,Married,White-Collar,Other,Female,40,1
14217,42,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
14218,58,Government,HS-grad,Married,White-Collar,Other,Male,40,1
14219,27,Private,HS-grad,Single,Sales,White,Female,40,0
14220,60,Private,HS-grad,Married,Service,White,Male,40,0
14221,75,Private,HS-grad,Married,Sales,White,Male,20,0
14222,32,Government,HS-grad,Single,White-Collar,White,Female,40,0
14223,39,Private,Some-college,Married,Sales,White,Male,26,0
14224,30,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14225,33,Other/Unknown,School,Single,Other/Unknown,White,Male,40,0
14226,18,Private,HS-grad,Single,Service,White,Male,40,0
14227,32,Private,Doctorate,Single,Professional,White,Male,40,1
14228,51,Government,Assoc,Married,Service,Other,Male,40,0
14229,48,Government,Bachelors,Married,Professional,White,Male,40,0
14230,20,Private,HS-grad,Single,Blue-Collar,White,Male,45,0
14231,23,Private,School,Married,Blue-Collar,Other,Female,35,0
14232,39,Government,School,Married,Service,White,Male,50,0
14233,53,Private,Masters,Married,Professional,White,Male,40,1
14234,22,Private,Bachelors,Single,White-Collar,White,Male,40,0
14235,57,Private,HS-grad,Married,Service,White,Male,78,0
14236,37,Private,School,Married,Blue-Collar,White,Male,60,0
14237,27,Private,HS-grad,Single,Blue-Collar,White,Male,28,0
14238,32,Private,HS-grad,Married,White-Collar,White,Male,40,0
14239,47,Government,Assoc,Married,White-Collar,Other,Male,40,1
14240,38,Government,HS-grad,Single,Service,Other,Female,40,0
14241,40,Private,HS-grad,Married,Blue-Collar,Other,Male,40,1
14242,34,Private,Assoc,Married,White-Collar,White,Female,40,1
14243,58,Self-Employed,School,Single,Blue-Collar,White,Male,40,0
14244,31,Private,School,Married,Blue-Collar,White,Male,40,0
14245,31,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
14246,30,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,40,0
14247,35,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14248,28,Private,Some-college,Married,Blue-Collar,White,Male,40,0
14249,25,Government,HS-grad,Divorced,White-Collar,White,Female,40,0
14250,48,Self-Employed,Some-college,Single,White-Collar,White,Male,40,0
14251,38,Private,Some-college,Married,White-Collar,White,Male,55,0
14252,33,Private,HS-grad,Single,Blue-Collar,White,Male,41,0
14253,28,Self-Employed,Bachelors,Married,White-Collar,White,Male,60,1
14254,37,Private,Bachelors,Married,Blue-Collar,White,Male,40,1
14255,39,Private,HS-grad,Married,White-Collar,White,Male,40,1
14256,56,Private,Masters,Single,Professional,White,Male,66,0
14257,53,Private,Some-college,Single,White-Collar,Other,Female,40,0
14258,19,Self-Employed,Some-college,Single,Blue-Collar,White,Male,30,0
14259,45,Private,Masters,Divorced,Professional,White,Male,45,0
14260,36,Private,HS-grad,Married,Service,Other,Male,40,0
14261,46,Private,Masters,Married,White-Collar,White,Male,45,1
14262,20,Private,HS-grad,Single,White-Collar,Other,Female,15,0
14263,24,Private,Assoc,Single,White-Collar,White,Male,40,0
14264,26,Private,Bachelors,Single,White-Collar,White,Male,40,0
14265,61,Private,HS-grad,Married,White-Collar,White,Male,50,0
14266,50,Private,School,Married,Blue-Collar,White,Male,40,1
14267,58,Private,School,Divorced,Blue-Collar,Other,Male,40,0
14268,40,Private,HS-grad,Married,White-Collar,White,Male,45,0
14269,23,Private,Assoc,Single,Professional,White,Female,36,0
14270,44,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
14271,39,Private,Some-college,Divorced,Sales,Other,Female,38,0
14272,52,Private,Assoc,Married,Professional,White,Male,40,1
14273,48,Self-Employed,Some-college,Married,White-Collar,White,Male,40,1
14274,54,Private,HS-grad,Separated,White-Collar,White,Female,38,0
14275,59,Self-Employed,Prof-school,Married,Blue-Collar,White,Male,30,0
14276,18,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,20,0
14277,32,Private,Assoc,Married,White-Collar,White,Male,60,1
14278,72,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
14279,33,Private,HS-grad,Married,Sales,White,Male,20,0
14280,24,Private,Some-college,Single,Blue-Collar,Other,Male,40,0
14281,43,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14282,44,Private,HS-grad,Divorced,Service,White,Female,40,0
14283,53,Private,Some-college,Widowed,White-Collar,White,Female,40,0
14284,39,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14285,26,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14286,66,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,30,0
14287,56,Private,School,Separated,Service,Other,Female,40,0
14288,20,Private,Some-college,Single,Sales,White,Male,40,0
14289,26,Private,Some-college,Single,Blue-Collar,White,Male,40,0
14290,39,Self-Employed,Prof-school,Married,Professional,White,Male,65,1
14291,20,Private,Some-college,Single,White-Collar,White,Female,10,0
14292,36,Government,Masters,Married,Professional,White,Male,40,1
14293,18,Government,School,Single,White-Collar,White,Female,25,0
14294,18,Private,School,Single,Service,White,Male,6,0
14295,19,Private,Some-college,Single,Sales,White,Female,20,0
14296,26,Private,HS-grad,Married,Blue-Collar,White,Male,50,0
14297,30,Self-Employed,Some-college,Single,White-Collar,White,Female,60,0
14298,17,Private,School,Single,Blue-Collar,White,Male,40,0
14299,18,Private,Some-college,Single,Service,White,Male,12,0
14300,19,Private,Some-college,Single,White-Collar,White,Male,10,0
14301,29,Private,Bachelors,Married,Service,White,Male,40,0
14302,25,Private,Assoc,Single,Service,Other,Female,40,0
14303,40,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
14304,25,Government,HS-grad,Single,Blue-Collar,White,Male,40,0
14305,31,Private,School,Single,Blue-Collar,White,Male,40,0
14306,58,Private,HS-grad,Married,White-Collar,White,Male,45,0
14307,25,Government,Assoc,Single,White-Collar,Other,Female,38,0
14308,31,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
14309,20,Private,Some-college,Single,Service,White,Female,20,0
14310,42,Self-Employed,Bachelors,Married,Sales,White,Male,45,0
14311,18,Private,School,Single,Blue-Collar,White,Male,20,0
14312,53,Self-Employed,Doctorate,Married,White-Collar,White,Male,70,1
14313,29,Private,HS-grad,Divorced,Sales,White,Female,32,0
14314,46,Self-Employed,HS-grad,Married,Sales,White,Male,50,1
14315,35,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Female,40,0
14316,45,Other/Unknown,School,Divorced,Other/Unknown,Other,Male,40,0
14317,32,Private,Bachelors,Single,White-Collar,White,Male,48,1
14318,40,Self-Employed,Bachelors,Married,Professional,White,Female,40,0
14319,41,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
14320,42,Self-Employed,Bachelors,Married,Sales,White,Male,40,1
14321,33,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,32,0
14322,53,Private,Some-college,Married,Sales,White,Male,40,1
14323,22,Private,Assoc,Single,Sales,White,Female,25,0
14324,28,Private,HS-grad,Divorced,Sales,White,Female,40,0
14325,20,Private,Some-college,Single,Sales,Other,Female,40,0
14326,45,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
14327,38,Private,Assoc,Married,Blue-Collar,White,Male,40,1
14328,36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
14329,33,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,65,1
14330,44,Self-Employed,Bachelors,Married,White-Collar,White,Male,52,1
14331,21,Private,Some-college,Single,Service,White,Female,50,0
14332,59,Private,Assoc,Single,Blue-Collar,Other,Male,40,0
14333,25,Government,Assoc,Single,White-Collar,White,Female,40,0
14334,30,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Female,40,0
14335,19,Private,HS-grad,Single,Blue-Collar,White,Male,45,0
14336,19,Private,Some-college,Single,White-Collar,White,Female,15,0
14337,44,Private,Bachelors,Married,White-Collar,Other,Male,40,0
14338,20,Private,Some-college,Single,Sales,White,Male,20,0
14339,47,Private,HS-grad,Married,Sales,White,Male,45,0
14340,38,Private,Some-college,Married,Professional,Other,Female,40,0
14341,52,Private,Some-college,Married,Sales,White,Male,65,0
14342,69,Self-Employed,Prof-school,Married,Professional,White,Male,40,1
14343,40,Private,Some-college,Married,Blue-Collar,White,Male,50,0
14344,26,Private,HS-grad,Single,Service,Other,Female,40,0
14345,22,Self-Employed,Some-college,Married,Blue-Collar,White,Male,40,0
14346,49,Private,Masters,Married,White-Collar,White,Male,65,1
14347,32,Private,HS-grad,Married,White-Collar,White,Male,40,0
14348,31,Private,Assoc,Divorced,White-Collar,White,Female,41,0
14349,40,Private,Some-college,Married,Blue-Collar,White,Male,50,1
14350,45,Private,Assoc,Divorced,Professional,White,Female,32,0
14351,24,Private,School,Married,Blue-Collar,White,Male,40,0
14352,31,Self-Employed,Bachelors,Married,Sales,White,Male,50,0
14353,17,Private,School,Single,Service,White,Male,20,0
14354,30,Private,HS-grad,Separated,Blue-Collar,Other,Male,40,0
14355,19,Private,School,Single,White-Collar,White,Female,40,0
14356,28,Other/Unknown,Bachelors,Single,Other/Unknown,White,Male,45,0
14357,51,Private,Masters,Married,White-Collar,White,Male,50,1
14358,51,Self-Employed,Some-college,Married,Blue-Collar,White,Male,55,0
14359,45,Self-Employed,Some-college,Married,White-Collar,White,Male,60,0
14360,21,Private,Some-college,Single,Service,White,Female,30,0
14361,31,Private,Some-college,Divorced,White-Collar,White,Female,40,0
14362,42,Other/Unknown,Some-college,Married,Other/Unknown,White,Male,60,0
14363,25,Private,School,Single,Blue-Collar,Other,Male,40,0
14364,36,Private,School,Married,Blue-Collar,White,Male,70,0
14365,53,Government,HS-grad,Divorced,White-Collar,White,Male,40,0
14366,28,Private,Assoc,Single,Sales,White,Female,55,0
14367,50,Self-Employed,Masters,Married,Sales,White,Male,55,0
14368,41,Other/Unknown,School,Married,Other/Unknown,Other,Male,40,0
14369,40,Private,Bachelors,Divorced,White-Collar,White,Female,45,1
14370,58,Government,Masters,Single,Professional,White,Male,35,0
14371,61,Private,School,Married,Blue-Collar,White,Male,40,0
14372,32,Private,Assoc,Married,Blue-Collar,White,Male,40,1
14373,19,Private,HS-grad,Single,Service,Other,Male,40,0
14374,19,Private,Some-college,Single,Sales,White,Female,20,0
14375,32,Self-Employed,HS-grad,Single,Service,White,Male,60,0
14376,43,Private,Bachelors,Single,Professional,White,Female,40,1
14377,39,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
14378,29,Self-Employed,Bachelors,Married,Sales,White,Male,70,1
14379,26,Private,HS-grad,Single,Blue-Collar,White,Male,20,0
14380,40,Government,Bachelors,Married,White-Collar,White,Male,48,1
14381,55,Self-Employed,HS-grad,Married,White-Collar,White,Male,60,0
14382,44,Private,Bachelors,Married,Professional,White,Male,50,1
14383,57,Government,HS-grad,Divorced,Service,White,Female,40,0
14384,36,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,50,1
14385,20,Private,Some-college,Single,Service,White,Female,35,0
14386,35,Private,Bachelors,Single,Service,White,Female,45,0
14387,34,Government,Some-college,Married,Blue-Collar,White,Male,40,0
14388,20,Self-Employed,Some-college,Single,White-Collar,White,Female,20,0
14389,28,Private,Some-college,Divorced,Professional,White,Male,40,0
14390,23,Private,Some-college,Single,Blue-Collar,White,Male,40,0
14391,22,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,45,0
14392,24,Private,Bachelors,Single,Blue-Collar,Other,Female,40,0
14393,39,Private,Bachelors,Married,Blue-Collar,White,Male,50,1
14394,28,Self-Employed,Bachelors,Single,White-Collar,White,Male,50,0
14395,21,Private,Some-college,Single,Service,White,Female,35,0
14396,25,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
14397,31,Self-Employed,Bachelors,Single,Sales,Other,Male,40,1
14398,36,Government,Doctorate,Married,Professional,White,Male,50,1
14399,29,Government,HS-grad,Single,Service,White,Male,40,0
14400,36,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
14401,57,Private,Bachelors,Married,Sales,White,Female,40,0
